query_id	doc_id		doc_score_b
20		632		8
20		745		8
20		832		8
20		835		8
20		861		8
20		862		8
20		882		8
20		884		8
20		957		8
20		983		8
20		1014		8
20		1022		8
20		1046		8
20		1062		8
20		1070		8
20		1073		8
20		1084		8
20		1118		8
20		1132		8
20		1256		8
20		1314		8
20		1359		8
20		1397		8
20		65		7
20		119		7
20		161		7
20		194		7
20		250		7
20		301		7
20		303		7
20		340		7
20		485		7
20		501		7
20		509		7
20		597		7
20		607		7
20		650		7
20		864		7
20		935		7
20		954		7
20		978		7
20		1069		7
20		1090		7
20		1266		7
20		1331		7
20		153		6
20		180		6
20		238		6
20		254		6
20		271		6
20		326		6
20		378		6
20		469		6
20		507		6
20		524		6
20		532		6
20		539		6
20		551		6
20		586		6
20		592		6
20		598		6
20		670		6
20		735		6
20		769		6
20		833		6
20		834		6
20		854		6
20		915		6
20		920		6
20		945		6
20		1060		6
20		1140		6
20		1145		6
20		1152		6
20		1228		6
20		1285		6
20		1293		6
20		71		5
20		181		5
20		203		5
20		320		5
20		339		5
20		387		5
20		578		5
20		619		5
20		728		5
20		892		5
20		1269		5
20		1357		5
20		1358		5
20		1399		5
20		3		4
20		5		4
20		19		4
20		31		4
20		312		4
20		384		4
20		399		4
20		437		4
20		492		4
20		533		4
20		590		4
20		875		4
20		910		4
20		1045		4
20		1048		4
20		1111		4
20		1146		4
20		1176		4
20		1234		4
20		1299		4
20		1306		4
20		142		3
20		281		3
20		286		3
20		438		3
20		517		3
20		949		3
20		1395		3
20		609		2
20		708		2
20		963		2
20		1067		2
20		1102		2
20		483		1
21		1201		230
21		798		182
21		1313		181
21		329		164
21		417		137
21		94		126
21		452		125
21		89		120
21		927		119
21		1244		118
21		1239		116
21		721		113
21		1040		111
21		499		110
21		673		110
21		522		109
21		73		107
21		757		104
21		160		102
21		992		101
21		1198		99
21		140		97
21		1144		96
21		272		95
21		1382		95
21		423		94
21		1147		93
21		433		92
21		131		91
21		157		91
21		244		91
21		364		91
21		199		90
21		262		90
21		827		90
21		874		90
21		1047		90
21		1248		90
21		1268		89
21		1370		88
21		315		87
21		962		87
21		85		85
21		96		85
21		165		85
21		928		85
21		1072		84
21		1164		84
21		206		82
21		210		82
21		976		82
21		903		81
21		49		80
21		401		80
21		797		80
21		826		80
21		1066		80
21		1209		80
21		572		79
21		132		78
21		193		78
21		660		78
21		1175		78
21		1199		77
21		1392		77
21		25		76
21		155		76
21		696		76
21		731		76
21		341		75
21		536		75
21		792		75
21		1271		75
21		1343		75
21		149		74
21		151		74
21		173		74
21		576		74
21		1373		74
21		156		73
21		170		73
21		192		73
21		198		73
21		548		73
21		946		73
21		1082		73
21		1229		73
21		1375		73
21		62		72
21		234		72
21		274		72
21		344		72
21		917		72
21		101		71
21		110		71
21		1134		71
21		1235		71
21		334		70
21		363		70
21		563		70
21		625		70
21		662		70
21		667		70
21		794		70
21		1061		70
21		1202		70
21		1226		70
21		189		69
21		218		69
21		304		69
21		599		69
21		734		69
21		739		69
21		1303		69
21		83		68
21		163		68
21		325		68
21		977		68
21		1212		68
21		24		67
21		177		67
21		484		67
21		493		67
21		677		67
21		986		67
21		80		66
21		811		66
21		991		66
21		1104		66
21		1342		66
21		277		65
21		289		65
21		381		65
21		466		65
21		640		65
21		933		65
21		947		65
21		974		65
21		1107		65
21		99		64
21		115		64
21		205		64
21		730		64
21		1092		64
21		133		63
21		695		63
21		1250		63
21		82		62
21		213		62
21		416		62
21		459		62
21		1127		62
21		1195		62
21		1261		62
21		1380		62
21		1383		62
21		14		61
21		225		61
21		255		61
21		288		61
21		373		61
21		375		61
21		434		61
21		628		61
21		987		61
21		33		60
21		114		60
21		166		60
21		230		60
21		308		60
21		649		60
21		767		60
21		996		60
21		1216		60
21		1238		60
21		1291		60
21		72		59
21		77		59
21		100		59
21		267		59
21		414		59
21		443		59
21		562		59
21		658		59
21		717		59
21		810		59
21		1252		59
21		1255		59
21		1300		59
21		51		58
21		59		58
21		164		58
21		441		58
21		476		58
21		712		58
21		1095		58
21		1224		58
21		1277		58
21		1319		58
21		1364		58
21		1398		58
21		76		57
21		174		57
21		458		57
21		683		57
21		1242		57
21		1274		57
21		1280		57
21		1325		57
21		45		56
21		197		56
21		229		56
21		569		56
21		571		56
21		701		56
21		902		56
21		1108		56
21		1154		56
21		1240		56
21		1246		56
21		1263		56
21		1341		56
21		1356		56
21		1385		56
21		7		55
21		135		55
21		146		55
21		168		55
21		209		55
21		294		55
21		486		55
21		538		55
21		564		55
21		565		55
21		595		55
21		601		55
21		646		55
21		689		55
21		710		55
21		779		55
21		786		55
21		894		55
21		1157		55
21		1251		55
21		1309		55
21		1310		55
21		44		54
21		129		54
21		191		54
21		202		54
21		216		54
21		410		54
21		707		54
21		820		54
21		1059		54
21		1094		54
21		1149		54
21		1292		54
21		16		53
21		29		53
21		204		53
21		212		53
21		257		53
21		276		53
21		540		53
21		588		53
21		1225		53
21		1281		53
21		121		52
21		123		52
21		240		52
21		302		52
21		317		52
21		328		52
21		342		52
21		624		52
21		675		52
21		705		52
21		828		52
21		845		52
21		846		52
21		889		52
21		989		52
21		1007		52
21		1039		52
21		1137		52
21		1200		52
21		1230		52
21		1265		52
21		1307		52
21		1351		52
21		9		51
21		187		51
21		266		51
21		282		51
21		357		51
21		699		51
21		788		51
21		966		51
21		1024		51
21		1075		51
21		1320		51
21		54		50
21		211		50
21		249		50
21		252		50
21		309		50
21		311		50
21		404		50
21		454		50
21		770		50
21		801		50
21		907		50
21		1025		50
21		1203		50
21		297		49
21		406		49
21		523		49
21		560		49
21		600		49
21		623		49
21		782		49
21		787		49
21		805		49
21		872		49
21		1053		49
21		1156		49
21		1182		49
21		1204		49
21		1273		49
21		1347		49
21		1381		49
21		92		48
21		150		48
21		239		48
21		442		48
21		453		48
21		552		48
21		620		48
21		980		48
21		1035		48
21		1220		48
21		1322		48
21		1387		48
21		56		47
21		105		47
21		455		47
21		603		47
21		679		47
21		773		47
21		799		47
21		803		47
21		806		47
21		815		47
21		844		47
21		1113		47
21		1114		47
21		1352		47
21		124		46
21		190		46
21		217		46
21		219		46
21		222		46
21		232		46
21		439		46
21		602		46
21		622		46
21		636		46
21		638		46
21		759		46
21		766		46
21		814		46
21		904		46
21		1028		46
21		1165		46
21		1172		46
21		1247		46
21		1333		46
21		1355		46
21		1386		46
21		61		45
21		97		45
21		171		45
21		300		45
21		370		45
21		395		45
21		511		45
21		688		45
21		733		45
21		934		45
21		959		45
21		960		45
21		982		45
21		1097		45
21		1205		45
21		1264		45
21		1289		45
21		1290		45
21		1390		45
21		1393		45
21		32		44
21		195		44
21		287		44
21		292		44
21		352		44
21		420		44
21		504		44
21		561		44
21		661		44
21		666		44
21		796		44
21		825		44
21		830		44
21		929		44
21		990		44
21		1119		44
21		1163		44
21		1179		44
21		1218		44
21		1222		44
21		1301		44
21		1327		44
21		1366		44
21		47		43
21		52		43
21		57		43
21		70		43
21		122		43
21		125		43
21		179		43
21		247		43
21		353		43
21		477		43
21		479		43
21		520		43
21		656		43
21		665		43
21		682		43
21		685		43
21		722		43
21		800		43
21		869		43
21		923		43
21		924		43
21		1019		43
21		1213		43
21		134		42
21		148		42
21		172		42
21		185		42
21		196		42
21		259		42
21		263		42
21		283		42
21		467		42
21		529		42
21		651		42
21		804		42
21		839		42
21		857		42
21		1034		42
21		1258		42
21		1302		42
21		2		41
21		13		41
21		39		41
21		66		41
21		116		41
21		245		41
21		246		41
21		306		41
21		332		41
21		435		41
21		531		41
21		553		41
21		575		41
21		635		41
21		659		41
21		692		41
21		784		41
21		785		41
21		859		41
21		876		41
21		994		41
21		1056		41
21		1110		41
21		1316		41
21		1329		41
21		1349		41
21		15		40
21		18		40
21		84		40
21		138		40
21		299		40
21		365		40
21		369		40
21		383		40
21		542		40
21		614		40
21		822		40
21		921		40
21		943		40
21		948		40
21		993		40
21		997		40
21		1081		40
21		1184		40
21		1282		40
21		1337		40
21		8		39
21		42		39
21		162		39
21		280		39
21		366		39
21		428		39
21		432		39
21		555		39
21		574		39
21		690		39
21		702		39
21		714		39
21		744		39
21		856		39
21		936		39
21		984		39
21		1044		39
21		1173		39
21		1215		39
21		1328		39
21		1336		39
21		1379		39
21		17		38
21		53		38
21		207		38
21		253		38
21		474		38
21		475		38
21		644		38
21		693		38
21		715		38
21		781		38
21		802		38
21		916		38
21		1000		38
21		1004		38
21		1043		38
21		1326		38
21		23		37
21		183		37
21		186		37
21		305		37
21		345		37
21		518		37
21		596		37
21		626		37
21		629		37
21		653		37
21		723		37
21		746		37
21		762		37
21		790		37
21		930		37
21		1136		37
21		1166		37
21		1193		37
21		1296		37
21		1312		37
21		1361		37
21		1365		37
21		1389		37
21		50		36
21		78		36
21		237		36
21		377		36
21		426		36
21		547		36
21		579		36
21		606		36
21		663		36
21		686		36
21		753		36
21		890		36
21		970		36
21		972		36
21		975		36
21		998		36
21		999		36
21		1074		36
21		1098		36
21		1162		36
21		1167		36
21		1183		36
21		1194		36
21		1211		36
21		1344		36
21		1353		36
21		28		35
21		58		35
21		103		35
21		117		35
21		188		35
21		275		35
21		310		35
21		349		35
21		494		35
21		498		35
21		593		35
21		617		35
21		641		35
21		698		35
21		719		35
21		720		35
21		740		35
21		843		35
21		1051		35
21		1181		35
21		1186		35
21		1231		35
21		1279		35
21		34		34
21		35		34
21		37		34
21		55		34
21		81		34
21		88		34
21		221		34
21		235		34
21		278		34
21		456		34
21		580		34
21		583		34
21		616		34
21		680		34
21		704		34
21		727		34
21		748		34
21		1003		34
21		1115		34
21		1151		34
21		1192		34
21		1259		34
21		1288		34
21		1335		34
21		1339		34
21		1391		34
21		27		33
21		48		33
21		169		33
21		314		33
21		380		33
21		462		33
21		497		33
21		605		33
21		608		33
21		749		33
21		808		33
21		812		33
21		849		33
21		937		33
21		961		33
21		1122		33
21		1214		33
21		1241		33
21		1345		33
21		1346		33
21		1372		33
21		43		32
21		60		32
21		109		32
21		145		32
21		176		32
21		227		32
21		243		32
21		268		32
21		284		32
21		464		32
21		525		32
21		558		32
21		633		32
21		709		32
21		754		32
21		760		32
21		829		32
21		858		32
21		865		32
21		878		32
21		914		32
21		1089		32
21		1180		32
21		1233		32
21		12		31
21		20		31
21		95		31
21		201		31
21		261		31
21		307		31
21		318		31
21		446		31
21		447		31
21		566		31
21		568		31
21		589		31
21		604		31
21		610		31
21		611		31
21		613		31
21		648		31
21		691		31
21		697		31
21		732		31
21		783		31
21		793		31
21		824		31
21		851		31
21		919		31
21		967		31
21		1002		31
21		1125		31
21		1210		31
21		1232		31
21		1284		31
21		1294		31
21		1295		31
21		1304		31
21		1340		31
21		1362		31
21		1384		31
21		63		30
21		112		30
21		152		30
21		208		30
21		273		30
21		290		30
21		316		30
21		348		30
21		351		30
21		530		30
21		541		30
21		573		30
21		654		30
21		741		30
21		873		30
21		891		30
21		912		30
21		922		30
21		944		30
21		1131		30
21		1185		30
21		1187		30
21		1197		30
21		1254		30
21		1315		30
21		30		29
21		68		29
21		104		29
21		147		29
21		214		29
21		220		29
21		233		29
21		269		29
21		346		29
21		397		29
21		402		29
21		421		29
21		445		29
21		535		29
21		567		29
21		584		29
21		681		29
21		711		29
21		736		29
21		764		29
21		818		29
21		896		29
21		901		29
21		971		29
21		1064		29
21		1155		29
21		1189		29
21		1237		29
21		1270		29
21		1278		29
21		1354		29
21		91		28
21		107		28
21		108		28
21		127		28
21		128		28
21		144		28
21		260		28
21		279		28
21		296		28
21		379		28
21		411		28
21		550		28
21		556		28
21		615		28
21		627		28
21		694		28
21		738		28
21		816		28
21		837		28
21		965		28
21		1001		28
21		1015		28
21		1032		28
21		1121		28
21		1139		28
21		1217		28
21		1236		28
21		1245		28
21		1257		28
21		1		27
21		126		27
21		158		27
21		182		27
21		256		27
21		360		27
21		371		27
21		422		27
21		431		27
21		495		27
21		508		27
21		521		27
21		528		27
21		554		27
21		637		27
21		668		27
21		700		27
21		737		27
21		756		27
21		765		27
21		771		27
21		772		27
21		867		27
21		888		27
21		895		27
21		897		27
21		918		27
21		956		27
21		964		27
21		979		27
21		1018		27
21		1020		27
21		1057		27
21		1068		27
21		1091		27
21		1093		27
21		1105		27
21		1128		27
21		1207		27
21		1260		27
21		1262		27
21		1321		27
21		1377		27
21		64		26
21		113		26
21		118		26
21		359		26
21		388		26
21		424		26
21		473		26
21		519		26
21		570		26
21		618		26
21		743		26
21		750		26
21		758		26
21		777		26
21		939		26
21		942		26
21		952		26
21		1006		26
21		1041		26
21		1078		26
21		1088		26
21		1153		26
21		1168		26
21		1169		26
21		1298		26
21		1396		26
21		6		25
21		67		25
21		139		25
21		200		25
21		331		25
21		419		25
21		460		25
21		470		25
21		587		25
21		639		25
21		674		25
21		713		25
21		813		25
21		860		25
21		940		25
21		969		25
21		985		25
21		1009		25
21		1058		25
21		1112		25
21		1117		25
21		1190		25
21		1208		25
21		1324		25
21		1330		25
21		11		24
21		69		24
21		79		24
21		184		24
21		228		24
21		236		24
21		248		24
21		347		24
21		355		24
21		356		24
21		368		24
21		415		24
21		468		24
21		559		24
21		687		24
21		780		24
21		819		24
21		823		24
21		868		24
21		911		24
21		951		24
21		1079		24
21		1106		24
21		1129		24
21		1196		24
21		1206		24
21		1272		24
21		1297		24
21		1334		24
21		1338		24
21		1371		24
21		413		23
21		496		23
21		671		23
21		941		23
21		1010		23
21		1027		23
21		1033		23
21		1063		23
21		1077		23
21		1087		23
21		1126		23
21		1219		23
21		1253		23
21		1275		23
21		1308		23
21		1363		23
21		40		22
21		111		22
21		167		22
21		251		22
21		265		22
21		293		22
21		367		22
21		448		22
21		457		22
21		481		22
21		487		22
21		642		22
21		676		22
21		718		22
21		726		22
21		775		22
21		881		22
21		899		22
21		926		22
21		1013		22
21		1085		22
21		1130		22
21		1135		22
21		1191		22
21		1394		22
21		1400		22
21		38		21
21		87		21
21		130		21
21		295		21
21		321		21
21		409		21
21		425		21
21		461		21
21		500		21
21		502		21
21		506		21
21		510		21
21		582		21
21		678		21
21		763		21
21		807		21
21		852		21
21		863		21
21		883		21
21		893		21
21		950		21
21		1005		21
21		1011		21
21		1012		21
21		1071		21
21		1161		21
21		1170		21
21		1188		21
21		1227		21
21		1286		21
21		1287		21
21		1350		21
21		4		20
21		46		20
21		159		20
21		175		20
21		330		20
21		338		20
21		343		20
21		358		20
21		372		20
21		482		20
21		527		20
21		546		20
21		581		20
21		585		20
21		630		20
21		645		20
21		716		20
21		747		20
21		789		20
21		791		20
21		821		20
21		836		20
21		866		20
21		870		20
21		1017		20
21		1031		20
21		1109		20
21		1177		20
21		1178		20
21		1332		20
21		1360		20
21		1374		20
21		141		19
21		270		19
21		333		19
21		337		19
21		391		19
21		403		19
21		430		19
21		440		19
21		465		19
21		480		19
21		594		19
21		612		19
21		655		19
21		831		19
21		840		19
21		900		19
21		906		19
21		958		19
21		1042		19
21		1080		19
21		1099		19
21		1100		19
21		1123		19
21		26		18
21		75		18
21		102		18
21		120		18
21		258		18
21		354		18
21		376		18
21		390		18
21		449		18
21		544		18
21		634		18
21		724		18
21		742		18
21		755		18
21		774		18
21		877		18
21		908		18
21		1008		18
21		1029		18
21		1052		18
21		1065		18
21		1086		18
21		1120		18
21		1141		18
21		1143		18
21		1223		18
21		1243		18
21		1369		18
21		10		17
21		36		17
21		93		17
21		215		17
21		322		17
21		323		17
21		374		17
21		394		17
21		444		17
21		491		17
21		503		17
21		526		17
21		652		17
21		672		17
21		729		17
21		768		17
21		817		17
21		887		17
21		955		17
21		968		17
21		981		17
21		1049		17
21		1054		17
21		1101		17
21		1118		17
21		1150		17
21		90		16
21		98		16
21		136		16
21		324		16
21		335		16
21		361		16
21		412		16
21		490		16
21		505		16
21		534		16
21		545		16
21		549		16
21		621		16
21		703		16
21		761		16
21		841		16
21		842		16
21		847		16
21		898		16
21		913		16
21		938		16
21		945		16
21		1023		16
21		1026		16
21		1096		16
21		1124		16
21		1267		16
21		1318		16
21		1368		16
21		1376		16
21		74		15
21		86		15
21		106		15
21		142		15
21		223		15
21		226		15
21		313		15
21		319		15
21		336		15
21		418		15
21		429		15
21		513		15
21		514		15
21		591		15
21		643		15
21		669		15
21		684		15
21		752		15
21		809		15
21		848		15
21		880		15
21		973		15
21		988		15
21		1036		15
21		1038		15
21		1050		15
21		1103		15
21		1158		15
21		1160		15
21		1323		15
21		1348		15
21		178		14
21		231		14
21		362		14
21		378		14
21		396		14
21		408		14
21		463		14
21		469		14
21		472		14
21		478		14
21		515		14
21		577		14
21		657		14
21		664		14
21		776		14
21		795		14
21		838		14
21		885		14
21		905		14
21		931		14
21		957		14
21		1055		14
21		1076		14
21		1148		14
21		1171		14
21		1221		14
21		1378		14
21		264		13
21		271		13
21		291		13
21		327		13
21		386		13
21		451		13
21		488		13
21		489		13
21		537		13
21		647		13
21		725		13
21		745		13
21		871		13
21		925		13
21		949		13
21		1062		13
21		1159		13
21		1249		13
21		1256		13
21		1359		13
21		22		12
21		154		12
21		241		12
21		298		12
21		340		12
21		385		12
21		407		12
21		427		12
21		450		12
21		501		12
21		524		12
21		543		12
21		592		12
21		598		12
21		631		12
21		706		12
21		751		12
21		778		12
21		853		12
21		861		12
21		882		12
21		884		12
21		886		12
21		909		12
21		932		12
21		1016		12
21		1021		12
21		1030		12
21		1037		12
21		1070		12
21		1116		12
21		1133		12
21		1276		12
21		1283		12
21		1314		12
21		1388		12
21		119		11
21		242		11
21		285		11
21		382		11
21		389		11
21		392		11
21		400		11
21		436		11
21		597		11
21		632		11
21		670		11
21		835		11
21		850		11
21		915		11
21		935		11
21		954		11
21		983		11
21		1014		11
21		1022		11
21		1046		11
21		1073		11
21		1084		11
21		1142		11
21		1174		11
21		1228		11
21		1269		11
21		1317		11
21		1367		11
21		1397		11
21		41		10
21		65		10
21		203		10
21		238		10
21		254		10
21		303		10
21		398		10
21		512		10
21		516		10
21		578		10
21		590		10
21		650		10
21		708		10
21		832		10
21		864		10
21		953		10
21		1069		10
21		1083		10
21		1132		10
21		1140		10
21		1293		10
21		1331		10
21		21		9
21		71		9
21		143		9
21		161		9
21		180		9
21		224		9
21		250		9
21		350		9
21		586		9
21		728		9
21		855		9
21		862		9
21		1145		9
21		1266		9
21		1305		9
21		1311		9
21		137		8
21		384		8
21		393		8
21		485		8
21		507		8
21		539		8
21		735		8
21		834		8
21		854		8
21		892		8
21		978		8
21		1060		8
21		1090		8
21		1111		8
21		1234		8
21		1285		8
21		1299		8
21		194		7
21		312		7
21		326		7
21		387		7
21		492		7
21		509		7
21		532		7
21		533		7
21		557		7
21		607		7
21		769		7
21		920		7
21		1146		7
21		1152		7
21		1399		7
21		31		6
21		153		6
21		301		6
21		339		6
21		399		6
21		437		6
21		438		6
21		483		6
21		551		6
21		619		6
21		833		6
21		875		6
21		1045		6
21		1048		6
21		1067		6
21		1138		6
21		1306		6
21		1357		6
21		1358		6
21		3		5
21		5		5
21		19		5
21		1176		5
21		1395		5
21		181		4
21		281		4
21		320		4
21		517		4
21		910		4
21		1102		4
21		286		3
21		405		3
21		609		3
21		879		2
21		963		2
22		1201		405
22		1313		320
22		798		309
22		329		265
22		417		234
22		1244		230
22		1239		220
22		89		218
22		94		218
22		1040		213
22		73		207
22		499		207
22		721		206
22		522		200
22		927		199
22		140		191
22		673		191
22		992		190
22		452		189
22		1198		189
22		272		179
22		1147		177
22		131		176
22		160		173
22		757		173
22		1268		173
22		165		170
22		1144		170
22		1382		169
22		423		165
22		157		161
22		1047		161
22		262		160
22		210		157
22		874		157
22		976		156
22		797		155
22		1072		155
22		1370		155
22		49		151
22		433		151
22		827		151
22		903		151
22		151		150
22		962		149
22		1164		149
22		199		148
22		244		148
22		85		147
22		170		144
22		660		144
22		96		143
22		364		143
22		1066		143
22		1248		142
22		206		141
22		341		141
22		192		140
22		739		139
22		928		139
22		1209		139
22		155		138
22		344		137
22		25		135
22		662		135
22		667		135
22		1134		135
22		1229		135
22		1375		135
22		563		134
22		363		133
22		1343		133
22		1392		133
22		132		132
22		334		132
22		1082		131
22		304		130
22		274		129
22		826		129
22		1104		129
22		1271		129
22		173		128
22		734		128
22		536		127
22		101		126
22		484		125
22		731		125
22		1235		125
22		548		124
22		696		124
22		917		124
22		794		123
22		977		123
22		1202		123
22		62		122
22		325		122
22		401		122
22		459		122
22		1175		122
22		1212		122
22		110		121
22		177		121
22		625		121
22		946		121
22		99		120
22		572		120
22		933		120
22		991		120
22		1195		120
22		1373		120
22		1383		120
22		315		119
22		443		119
22		1226		119
22		156		118
22		234		118
22		640		118
22		1107		118
22		1303		118
22		115		117
22		381		117
22		811		117
22		1199		117
22		1342		117
22		576		116
22		792		116
22		1380		116
22		24		115
22		149		115
22		730		115
22		193		114
22		493		114
22		1127		114
22		1261		114
22		80		113
22		83		113
22		218		113
22		414		113
22		677		113
22		974		113
22		77		112
22		189		112
22		308		112
22		466		112
22		695		112
22		133		111
22		168		111
22		569		111
22		1280		111
22		255		110
22		277		110
22		1061		110
22		1251		110
22		1277		109
22		373		108
22		560		108
22		1291		107
22		72		106
22		230		106
22		288		106
22		767		106
22		1238		106
22		1364		106
22		45		105
22		135		105
22		174		105
22		197		105
22		375		105
22		458		105
22		986		105
22		1059		105
22		1154		105
22		51		104
22		476		104
22		562		104
22		996		104
22		44		103
22		82		103
22		646		103
22		1242		103
22		7		102
22		125		102
22		289		102
22		902		102
22		1216		102
22		1240		102
22		1300		102
22		100		101
22		205		101
22		434		101
22		595		101
22		599		101
22		707		101
22		810		101
22		846		101
22		1094		101
22		1225		101
22		1246		101
22		1398		101
22		198		100
22		267		100
22		565		100
22		1250		100
22		1252		100
22		1325		100
22		1356		100
22		213		99
22		649		99
22		276		98
22		538		98
22		658		98
22		828		98
22		1265		98
22		1274		98
22		1319		98
22		146		97
22		166		97
22		410		97
22		523		97
22		540		97
22		689		97
22		786		97
22		1092		97
22		1095		97
22		1108		97
22		16		96
22		114		96
22		257		96
22		404		96
22		454		96
22		989		96
22		1255		96
22		1273		96
22		1309		96
22		29		95
22		357		95
22		987		94
22		1220		94
22		1351		94
22		59		93
22		76		93
22		129		93
22		219		93
22		317		93
22		416		93
22		564		93
22		712		93
22		820		93
22		894		93
22		294		92
22		406		92
22		628		92
22		683		92
22		947		92
22		1024		92
22		1137		92
22		1200		92
22		1203		92
22		1320		92
22		54		91
22		980		91
22		1292		91
22		14		90
22		601		90
22		710		90
22		770		90
22		1224		90
22		9		89
22		123		89
22		209		89
22		216		89
22		571		89
22		701		89
22		717		89
22		1307		89
22		33		88
22		163		88
22		342		88
22		788		88
22		801		88
22		872		88
22		1149		88
22		1263		88
22		150		87
22		190		87
22		439		87
22		453		87
22		624		87
22		889		87
22		212		86
22		266		86
22		561		86
22		588		86
22		773		86
22		787		86
22		1172		86
22		1281		86
22		1322		86
22		222		85
22		1035		85
22		61		84
22		229		84
22		249		84
22		623		84
22		844		84
22		1028		84
22		1075		84
22		1301		84
22		191		83
22		656		83
22		679		83
22		692		83
22		1025		83
22		66		82
22		105		82
22		121		82
22		245		82
22		297		82
22		486		82
22		705		82
22		1039		82
22		1114		82
22		1352		82
22		1381		82
22		1385		82
22		134		81
22		217		81
22		247		81
22		311		81
22		441		81
22		603		81
22		796		81
22		845		81
22		904		81
22		1157		81
22		1182		81
22		1393		81
22		39		80
22		202		80
22		239		80
22		252		80
22		353		80
22		666		80
22		825		80
22		960		80
22		1110		80
22		1165		80
22		1205		80
22		1247		80
22		1355		80
22		18		79
22		292		79
22		420		79
22		442		79
22		675		79
22		800		79
22		803		79
22		966		79
22		1341		79
22		1390		79
22		97		78
22		309		78
22		511		78
22		602		78
22		620		78
22		665		78
22		1316		78
22		116		77
22		575		77
22		638		77
22		722		77
22		799		77
22		934		77
22		2		76
22		42		76
22		84		76
22		195		76
22		306		76
22		352		76
22		370		76
22		651		76
22		766		76
22		805		76
22		806		76
22		982		76
22		1019		76
22		1097		76
22		32		75
22		164		75
22		240		75
22		328		75
22		504		75
22		531		75
22		600		75
22		636		75
22		830		75
22		1173		75
22		1213		75
22		1230		75
22		1329		75
22		171		74
22		196		74
22		477		74
22		685		74
22		733		74
22		990		74
22		994		74
22		1113		74
22		1156		74
22		1333		74
22		57		73
22		138		73
22		204		73
22		225		73
22		232		73
22		332		73
22		395		73
22		479		73
22		553		73
22		682		73
22		699		73
22		802		73
22		1034		73
22		1053		73
22		1327		73
22		1366		73
22		70		72
22		211		72
22		263		72
22		383		72
22		542		72
22		555		72
22		622		72
22		693		72
22		923		72
22		948		72
22		959		72
22		1222		72
22		1372		72
22		56		71
22		428		71
22		784		71
22		822		71
22		929		71
22		943		71
22		1387		71
22		15		70
22		124		70
22		283		70
22		520		70
22		785		70
22		1183		70
22		1264		70
22		8		69
22		13		69
22		187		69
22		690		69
22		782		69
22		804		69
22		907		69
22		984		69
22		1166		69
22		1167		69
22		1204		69
22		1386		69
22		1389		69
22		122		68
22		162		68
22		253		68
22		547		68
22		659		68
22		779		68
22		890		68
22		1000		68
22		28		67
22		172		67
22		426		67
22		596		67
22		661		67
22		698		67
22		759		67
22		859		67
22		1081		67
22		1119		67
22		1215		67
22		1326		67
22		1347		67
22		299		66
22		307		66
22		432		66
22		608		66
22		715		66
22		740		66
22		815		66
22		993		66
22		1163		66
22		1179		66
22		1184		66
22		1349		66
22		1353		66
22		109		65
22		282		65
22		474		65
22		641		65
22		723		65
22		744		65
22		1241		65
22		1258		65
22		1288		65
22		17		64
22		50		64
22		92		64
22		280		64
22		305		64
22		365		64
22		467		64
22		475		64
22		497		64
22		529		64
22		614		64
22		1310		64
22		1328		64
22		1379		64
22		53		63
22		261		63
22		369		63
22		462		63
22		518		63
22		574		63
22		653		63
22		808		63
22		930		63
22		1211		63
22		1218		63
22		148		62
22		207		62
22		227		62
22		287		62
22		455		62
22		494		62
22		604		62
22		633		62
22		814		62
22		843		62
22		849		62
22		1044		62
22		1282		62
22		23		61
22		185		61
22		278		61
22		302		61
22		310		61
22		552		61
22		858		61
22		936		61
22		972		61
22		1186		61
22		1312		61
22		1344		61
22		47		60
22		300		60
22		366		60
22		498		60
22		525		60
22		568		60
22		580		60
22		610		60
22		856		60
22		1193		60
22		34		59
22		43		59
22		48		59
22		58		59
22		88		59
22		103		59
22		145		59
22		246		59
22		579		59
22		680		59
22		697		59
22		714		59
22		857		59
22		975		59
22		1098		59
22		1194		59
22		1257		59
22		1289		59
22		1302		59
22		152		58
22		179		58
22		243		58
22		345		58
22		617		58
22		709		58
22		720		58
22		839		58
22		901		58
22		922		58
22		970		58
22		1207		58
22		1233		58
22		1296		58
22		55		57
22		117		57
22		259		57
22		268		57
22		284		57
22		464		57
22		605		57
22		1007		57
22		1056		57
22		1074		57
22		1181		57
22		1187		57
22		1210		57
22		1231		57
22		1259		57
22		30		56
22		35		56
22		78		56
22		176		56
22		183		56
22		186		56
22		235		56
22		377		56
22		397		56
22		521		56
22		626		56
22		627		56
22		644		56
22		876		56
22		891		56
22		937		56
22		961		56
22		999		56
22		1122		56
22		1294		56
22		1295		56
22		1337		56
22		1345		56
22		1384		56
22		169		55
22		447		55
22		583		55
22		756		55
22		781		55
22		921		55
22		924		55
22		1004		55
22		1057		55
22		1391		55
22		27		54
22		52		54
22		275		54
22		351		54
22		446		54
22		749		54
22		824		54
22		865		54
22		912		54
22		1043		54
22		1168		54
22		1192		54
22		1237		54
22		1254		54
22		1279		54
22		1304		54
22		1361		54
22		91		53
22		256		53
22		296		53
22		346		53
22		558		53
22		613		53
22		719		53
22		741		53
22		746		53
22		754		53
22		829		53
22		869		53
22		896		53
22		1051		53
22		1089		53
22		1136		53
22		1284		53
22		1335		53
22		1340		53
22		1354		53
22		95		52
22		104		52
22		237		52
22		388		52
22		445		52
22		566		52
22		573		52
22		589		52
22		753		52
22		790		52
22		793		52
22		939		52
22		944		52
